Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500040,ABREL,Aditya Birla Real Estate Ltd,15 Jul 2025,Final Dividend - Rs. - 2.0000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
506260,ANUHPHR,Anuh Pharma Ltd,15 Jul 2025,Bonus issue 1:1,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
543232,CAMS,Computer Age Management Services Ltd,15 Jul 2025,Final Dividend - Rs. - 19.0000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
542543,ENERGYINF,Energy Infrastructure Trust,15 Jul 2025,Income Distribution (InvIT) ,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
506076,GRINDWELL,Grindwell Norton Ltd,15 Jul 2025,Final Dividend - Rs. - 17.0000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
500116,IDBI,IDBI Bank Ltd,15 Jul 2025,Final Dividend - Rs. - 2.1000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
524500,KILITCH,Kilitch Drugs India Ltd,15 Jul 2025,Right Issue of Equity Shares ,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
505283,KIRLPNU,Kirloskar Pneumatic Company Ltd,15 Jul 2025,Final Dividend - Rs. - 6.5000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
526209,KSOILS,K S Oils Ltd,15 Jul 2025,Resolution Plan -Suspension ,15 Jul 2025,-,-,-,-,-
532720,M&MFIN,Mahindra & Mahindra Financial Services Ltd,15 Jul 2025,Final Dividend - Rs. - 6.5000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
515043,SEKURITIND,Saint Gobain Sekurit India Ltd,15 Jul 2025,Final Dividend - Rs. - 2.0000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
524129,VINYLINDIA,Vinyl Chemicals (India) Ltd,15 Jul 2025,Final Dividend - Rs. - 7.0000,15 Jul 2025,-,-,15 Jul 2025,15 Jul 2025,-
515055,ANANTRAJ,Anant Raj Ltd,16 Jul 2025,Final Dividend - Rs. - 0.7300,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
500477,ASHOKLEY,Ashok Leyland Ltd,16 Jul 2025,Bonus issue 1:1,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,16 Jul 2025,Final Dividend - Rs. - 10.0000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
523186,BAPACK,B&A Packaging India Ltd,16 Jul 2025,Final Dividend - Rs. - 1.0000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
543193,DJML,DJ Mediaprint & Logistics Ltd,16 Jul 2025,Final Dividend - Rs. - 0.1000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
543635,PPLPHARMA,Piramal Pharma Ltd,16 Jul 2025,Final Dividend - Rs. - 0.1400,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
540212,TCIEXP,TCI Express Ltd,16 Jul 2025,Final Dividend - Rs. - 2.0000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
532540,TCS,Tata Consultancy Services Ltd,16 Jul 2025,Interim Dividend - Rs. - 11.0000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
506685,ULTRAMAR,Ultramarine & Pigments Ltd,16 Jul 2025,Final Dividend - Rs. - 6.0000,16 Jul 2025,-,-,16 Jul 2025,16 Jul 2025,-
506395,COROMANDEL,Coromandel International Ltd,17 Jul 2025,Final Dividend - Rs. - 6.0000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
506395,COROMANDEL,Coromandel International Ltd,17 Jul 2025,Special Dividend - Rs. - 3.0000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
504908,DUNCANENG,Duncan Engineering Ltd,17 Jul 2025,Final Dividend - Rs. - 3.0000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
500171,GHCL,GHCL Ltd,17 Jul 2025,Final Dividend - Rs. - 12.0000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
509488,GRAPHITE,Graphite India Ltd,17 Jul 2025,Dividend - Rs. - 11.0000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
500314,ORIENTHOT,Oriental Hotels Ltd,17 Jul 2025,Final Dividend - Rs. - 0.5000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
538730,PDSL,PDS Ltd,17 Jul 2025,Final Dividend - Rs. - 1.7000,17 Jul 2025,-,-,17 Jul 2025,17 Jul 2025,-
500003,AEGISLOG,Aegis Logistics Ltd,18 Jul 2025,Final Dividend - Rs. - 6.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
544280,AFCONS,Afcons Infrastructure Ltd,18 Jul 2025,Final Dividend - Rs. - 2.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
544022,ASKAUTOLTD,ASK Automotive Ltd,18 Jul 2025,Final Dividend - Rs. - 1.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
506820,ASTRAZEN,AstraZeneca Pharma India Ltd,18 Jul 2025,Dividend - Rs. - 32.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500031,BAJAJELEC,Bajaj Electricals Ltd,18 Jul 2025,Final Dividend - Rs. - 3.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532454,BHARTIARTL,Bharti Airtel Ltd,18 Jul 2025,Final Dividend - Rs. - 16.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500067,BLUESTARCO,Blue Star Ltd,18 Jul 2025,Final Dividend - Rs. - 9.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543831,BRIGHT,Bright Outdoor Media Ltd,18 Jul 2025,Bonus issue 1:2,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532400,BSOFT,Birlasoft Ltd,18 Jul 2025,Final Dividend - Rs. - 4.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
502445,CITADEL,Citadel Realty and Developers Ltd,18 Jul 2025,Interim Dividend - Rs. - 0.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500480,CUMMINSIND,Cummins India Ltd,18 Jul 2025,Final Dividend - Rs. - 33.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500096,DABUR,Dabur India Ltd,18 Jul 2025,Final Dividend - Rs. - 5.2500,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
533160,DBREALTY,Valor Estate Ltd,18 Jul 2025,Spin Off ,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
507717,DHANUKA,Dhanuka Agritech Ltd,18 Jul 2025,Final Dividend - Rs. - 2.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
541403,DOLLAR,Dollar Industries Ltd,18 Jul 2025,Final Dividend - Rs. - 3.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
522074,ELGIEQUIP,Elgi Equipments Ltd,18 Jul 2025,Final Dividend - Rs. - 2.2000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500086,EXIDEIND,Exide Industries Ltd,18 Jul 2025,Final Dividend - Rs. - 2.0000,19 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
511676,GICHSGFIN,GIC Housing Finance Ltd,18 Jul 2025,Final Dividend - Rs. - 4.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500168,GOODYEAR,Goodyear India Ltd,18 Jul 2025,Final Dividend - Rs. - 23.9000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
509152,GRPLTD,GRP Ltd,18 Jul 2025,Final Dividend - Rs. - 14.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543227,HAPPSTMNDS,Happiest Minds Technologies Ltd,18 Jul 2025,Final Dividend - Rs. - 3.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532281,HCLTECH,HCL Technologies Ltd,18 Jul 2025,Interim Dividend - Rs. - 12.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
526217,HITECHCORP,Hitech Corporation Ltd,18 Jul 2025,Final Dividend - Rs. - 1.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
540774,IFGLEXPOR,IFGL Refractories Ltd,18 Jul 2025,Bonus issue 1:1,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
590065,IMPAL,India Motor Parts & Accessories Ltd,18 Jul 2025,Dividend - Rs. - 20.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
504741,INDIANHUME,Indian Hume Pipe Company Ltd,18 Jul 2025,Final Dividend - Rs. - 1.8000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
504741,INDIANHUME,Indian Hume Pipe Company Ltd,18 Jul 2025,Special Dividend - Rs. - 4.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
533676,INDOTHAI,Indo Thai Securities Ltd,18 Jul 2025,Stock  Split From Rs.10/- to Rs.1/-,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
538835,INTELLECT,Intellect Design Arena Ltd,18 Jul 2025,Special Dividend - Rs. - 3.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
538835,INTELLECT,Intellect Design Arena Ltd,18 Jul 2025,Final Dividend - Rs. - 4.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
533155,JUBLFOOD,Jubilant FoodWorks Ltd,18 Jul 2025,Final Dividend - Rs. - 1.2000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500247,KOTAKBANK,Kotak Mahindra Bank Ltd,18 Jul 2025,Final Dividend - Rs. - 2.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543277,LXCHEM,Laxmi Organic Industries Ltd,18 Jul 2025,Final Dividend - Rs. - 0.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
540650,MAGADSUGAR,Magadh Sugar & Energy Ltd,18 Jul 2025,Final Dividend - Rs. - 12.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532313,MAHLIFE,Mahindra Lifespace Developers Ltd,18 Jul 2025,Final Dividend - Rs. - 2.8000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543425,MAPMYINDIA,C.E. Info Systems Ltd,18 Jul 2025,Final Dividend - Rs. - 3.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
544273,MGEL,Mangalam Global Enterprise Ltd,18 Jul 2025,Final Dividend - Rs. - 0.0100,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
517334,MOTHERSON,Samvardhana Motherson International Ltd,18 Jul 2025,Bonus issue 1:2,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500290,MRF,MRF Ltd,18 Jul 2025,Final Dividend - Rs. - 229.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543498,MSUMI,Motherson Sumi Wiring India Ltd,18 Jul 2025,Bonus issue 1:2,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
524558,NEULANDLAB,Neuland Laboratories Ltd,18 Jul 2025,Final Dividend - Rs. - 12.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
540900,NEWGEN,Newgen Software Technologies Ltd,18 Jul 2025,Final Dividend - Rs. - 5.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
541301,ORIENTELEC,Orient Electric Ltd,18 Jul 2025,Final Dividend - Rs. - 0.7500,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
500333,PIXTRANS,Pix Transmissions Ltd,18 Jul 2025,Final Dividend - Rs. - 9.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543352,POBS ,PlatinumOne Business Services Ltd,18 Jul 2025,Final Dividend - Rs. - 2.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543527,PRUDENT,Prudent Corporate Advisory Services Ltd,18 Jul 2025,Final Dividend - Rs. - 2.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
506618,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,18 Jul 2025,Final Dividend - Rs. - 3.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
523025,SAFARI,Safari Industries India Ltd,18 Jul 2025,Final Dividend - Rs. - 1.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532663,SASKEN,Sasken Technologies Ltd,18 Jul 2025,Final Dividend - Rs. - 13.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
522034,SHANTIGEAR,Shanthi Gears Ltd,18 Jul 2025,Final Dividend - Rs. - 2.0000,19 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
590072,SUNDRMBRAK,Sundaram Brake Linings Ltd,18 Jul 2025,Final Dividend - Rs. - 1.5000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532051,SWELECTES,Swelect Energy Systems Ltd,18 Jul 2025,Final Dividend - Rs. - 3.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
517385,SYMPHONY,Symphony Ltd,18 Jul 2025,Final Dividend - Rs. - 8.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543638,TRACXN,Tracxn Technologies Ltd,18 Jul 2025,Buy Back of Shares ,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
507747,TTKHLTCARE,TTK Healthcare Ltd,18 Jul 2025,Final Dividend - Rs. - 10.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543998,VALIANTLAB,Valiant Laboratories Ltd,18 Jul 2025,Right Issue of Equity Shares ,19 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
501370,WALCHPF,Walchand Peoplefirst Ltd,18 Jul 2025,Final Dividend - Rs. - 1.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
532144,WELCORP,Welspun Corp Ltd,18 Jul 2025,Final Dividend - Rs. - 5.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
590013,XPROINDIA,Xpro India Ltd,18 Jul 2025,Dividend - Rs. - 2.0000,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
503641,ZODIACVEN,Zodiac Ventures Ltd,18 Jul 2025,Right Issue of Equity Shares ,18 Jul 2025,-,-,18 Jul 2025,18 Jul 2025,-
543938,ACCELERATE,Acceleratebs India Ltd,21 Jul 2025,Final Dividend - Rs. - 0.2000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
543275,ANURAS,Anupam Rasayan India Ltd,21 Jul 2025,Interim Dividend - Rs. - 0.7500,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
543312,FOCUS,Focus Business Solution Ltd,21 Jul 2025,Bonus issue 29:50,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
544278,OCCLLTD,OCCL Ltd,21 Jul 2025,Final Dividend - Rs. - 1.5000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
530365,ORIENTBELL,Orient Bell Ltd,21 Jul 2025,Final Dividend - Rs. - 0.5000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
500387,SHREECEM,Shree Cement Ltd,21 Jul 2025,Final Dividend - Rs. - 60.0000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
533158,THANGAMAYL,Thangamayil Jewellery Ltd,21 Jul 2025,Final Dividend - Rs. - 12.5000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
543329,WINDLAS,Windlas Biotech Ltd,21 Jul 2025,Final Dividend - Rs. - 5.8000,21 Jul 2025,-,-,21 Jul 2025,21 Jul 2025,-
544057,HAPPYFORGE,Happy Forgings Ltd,22 Jul 2025,Final Dividend - Rs. - 3.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
504036,HIRECT,Hind Rectifiers Ltd,22 Jul 2025,Final Dividend - Rs. - 2.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
531727,MENNPIS,Menon Pistons Ltd,22 Jul 2025,Final Dividend - Rs. - 1.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
521194,SILINV,SIL Investments Ltd,22 Jul 2025,Final Dividend - Rs. - 2.5000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
503811,SIYSIL,Siyaram Silk Mills Ltd,22 Jul 2025,Final Dividend - Rs. - 5.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
532531,STAR,Strides Pharma Science Ltd,22 Jul 2025,Final Dividend - Rs. - 4.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
532757,VOLTAMP,Voltamp Transformers Ltd,22 Jul 2025,Final Dividend - Rs. - 100.0000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
507817,WIREFABR,Wires & Fabriks SA Ltd,22 Jul 2025,Final Dividend - Rs. - 0.1000,22 Jul 2025,-,-,22 Jul 2025,22 Jul 2025,-
543374,ABSLAMC,Aditya Birla Sun Life AMC Ltd,23 Jul 2025,Dividend - Rs. - 24.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
540025,ADVENZYMES,Advanced Enzyme Technologies Ltd,23 Jul 2025,Final Dividend - Rs. - 1.2000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
503722,BANSWRAS,Banswara Syntex Ltd,23 Jul 2025,Final Dividend - Rs. - 1.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
540956,BHATIA,Bhatia Communications & Retail (India) Ltd,23 Jul 2025,Final Dividend - Rs. - 0.0100,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
533151,DBCORP,D. B. Corp Ltd,23 Jul 2025,Interim Dividend - Rs. - 5.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
503681,ELCIDIN,EL CID Investments Ltd,23 Jul 2025,Final Dividend - Rs. - 25.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
501455,GREAVESCOT,Greaves Cotton Ltd,23 Jul 2025,Final Dividend - Rs. - 2.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
519552,HERITGFOOD,Heritage Foods Ltd,23 Jul 2025,Final Dividend - Rs. - 2.5000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
532889,KPRMILL,K.P.R. Mill Limited,23 Jul 2025,Final Dividend - Rs. - 2.5000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
540768,MAHLOG,Mahindra Logistics Ltd,23 Jul 2025,Right Issue of Equity Shares ,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
531810,METALCO,Metal Coatings India Ltd,23 Jul 2025,Final Dividend - Rs. - 1.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
505355,NESCO,NESCO Ltd,23 Jul 2025,Final Dividend - Rs. - 6.5000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
500672,NOVARTIND,Novartis India Ltd,23 Jul 2025,Final Dividend - Rs. - 25.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
500331,PIDILITIND,Pidilite Industries Ltd,23 Jul 2025,Final Dividend - Rs. - 20.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
539636,PRECAM,Precision Camshafts Ltd,23 Jul 2025,Final Dividend - Rs. - 1.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
543228,ROUTE,Route Mobile Ltd,23 Jul 2025,Interim Dividend - Rs. - 3.0000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
532221,SONATSOFTW,Sonata Software Ltd,23 Jul 2025,Final Dividend - Rs. - 4.4000,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
532790,TANLA,Tanla Platforms Ltd,23 Jul 2025,Buy Back of Shares ,23 Jul 2025,-,-,23 Jul 2025,23 Jul 2025,-
533022,20MICRONS,20 Microns Ltd,24 Jul 2025,Final Dividend - Rs. - 1.2500,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
509675,BIRLANU,Birlanu Ltd,24 Jul 2025,Final Dividend - Rs. - 30.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
506197,BLISSGVS,Bliss GVS Pharma Ltd,24 Jul 2025,Final Dividend - Rs. - 0.5000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,24 Jul 2025,Final Dividend - Rs. - 0.7000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd,24 Jul 2025,Final Dividend - Rs. - 3.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
532768,FIEMIND,Fiem Industries Ltd,24 Jul 2025,Final Dividend - Rs. - 30.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
531531,HATSUN,Hatsun Agro Product Ltd,24 Jul 2025,Interim Dividend - Rs. - 6.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
500182,HEROMOTOCO,Hero MotoCorp Ltd,24 Jul 2025,Final Dividend - Rs. - 65.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
540526,IRBINVIT,IRB InvIT Fund,24 Jul 2025,Income Distribution (InvIT) ,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
507580,IVP,IVP Ltd,24 Jul 2025,Final Dividend - Rs. - 1.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
532742,PAUSHAKLTD,Paushak Ltd,24 Jul 2025,Final Dividend - Rs. - 20.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
530117,PRIVISCL,Privi Speciality Chemicals Ltd,24 Jul 2025,Final Dividend - Rs. - 5.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
544295,PSPLATINA,Property Share Investment Trust - Propshare Platina,24 Jul 2025,Income Distribution (InvIT) ,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
532497,RADICO,Radico Khaitan Ltd,24 Jul 2025,Final Dividend - Rs. - 4.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
523116,SANCTRN,Sanco Trans Ltd,24 Jul 2025,Dividend - Rs. - 2.7000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
542759,SPANDANA,Spandana Sphoorty Financial Ltd,24 Jul 2025,Right Issue of Equity Shares ,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
523301,TCPLPACK,TCPL Packaging Ltd,24 Jul 2025,Dividend - Rs. - 30.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
543238,UTIAMC,UTI Asset Management Company Ltd,24 Jul 2025,Final Dividend - Rs. - 26.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
543238,UTIAMC,UTI Asset Management Company Ltd,24 Jul 2025,Special Dividend - Rs. - 22.0000,24 Jul 2025,-,-,24 Jul 2025,24 Jul 2025,-
523395,3MINDIA,3M India Ltd,25 Jul 2025,Special Dividend - Rs. - 375.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
523395,3MINDIA,3M India Ltd,25 Jul 2025,Final Dividend - Rs. - 160.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
500488,ABBOTINDIA,Abbott India Ltd,25 Jul 2025,Final Dividend - Rs. - 475.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
524075,ALBERTDAVD,Albert David Ltd,25 Jul 2025,Final Dividend - Rs. - 5.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
500101,ARVIND,Arvind Ltd,25 Jul 2025,Final Dividend - Rs. - 3.7500,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
539301,ARVSMART,Arvind SmartSpaces Ltd,25 Jul 2025,Final Dividend - Rs. - 6.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
507526,ASALCBR,Associated Alcohols & Breweries Ltd,25 Jul 2025,Dividend - Rs. - 2.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
522650,BEMHY,Bemco Hydraulics Ltd ,25 Jul 2025,Final Dividend - Rs. - 2.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
530803,BHAGERIA,Bhageria Industries Ltd,25 Jul 2025,Dividend - Rs. - 1.5000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
544162,BHARTIHEXA,Bharti Hexacom Ltd,25 Jul 2025,Final Dividend - Rs. - 10.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
523019,BNRSEC,BN Rathi Securities Ltd,25 Jul 2025,Final Dividend - Rs. - 0.5000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,25 Jul 2025,Final Dividend - Rs. - 5.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
544120,CAPITALSFB,Capital Small Finance Bank Ltd,25 Jul 2025,Final Dividend - Rs. - 4.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
532885,CENTRALBK,Central Bank of India,25 Jul 2025,Interim Dividend - Rs. - 0.2000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
517544,CENTUM,Centum Electronics Ltd,25 Jul 2025,Final Dividend - Rs. - 6.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
532488,DIVISLAB,Divis Laboratories Ltd,25 Jul 2025,Final Dividend - Rs. - 30.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
541557,FINEORG,Fine Organic Industries Ltd,25 Jul 2025,Final Dividend - Rs. - 11.0000,26 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
523672,FLEXFO,Flex Foods Ltd,25 Jul 2025,Final Dividend - Rs. - 0.5000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
532843,FORTIS,Fortis Healthcare Ltd,25 Jul 2025,Final Dividend - Rs. - 1.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
505255,GMMPFAUDLR,GMM Pfaudler Ltd,25 Jul 2025,Final Dividend - Rs. - 1.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
506480,GOCLCORP,GOCL Corporation Ltd,25 Jul 2025,Dividend - Rs. - 10.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
532216,HBSL,HB Stockholdings Ltd,25 Jul 2025,Dividend - Rs. - 1.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
500180,HDFCBANK,HDFC Bank Ltd,25 Jul 2025,Special Dividend - Rs. - 5.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
532835,ICRA,ICRA Ltd,25 Jul 2025,Final Dividend - Rs. - 60.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
533047,IMFA,Indian Metals & Ferro Alloys Ltd,25 Jul 2025,Final Dividend - Rs. - 5.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
543644,INFOBEAN,Infobeans Technologies Ltd,25 Jul 2025,Final Dividend - Rs. - 1.0000,25 Jul 2025,-,-,25 Jul 2025,25 Jul 2025,-
